TGIF - Tourist Club,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/tgif-tourist-club-ad?day=today&time=ASAP
Sambusek,https://deliveroo.ae/menu/abu-dhabi/al-maryah-island/sambusek?day=today&time=ASAP
Famous Daves - Abu Dhabi Mall,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/famous-daves-abu-dhabi-mall?day=today&time=ASAP
The Coffee Club - Liwa Oaks,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/the-coffee-club-liwa-oaks?day=today&time=ASAP
Samurai Japanese Restaurant,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/samurai-japanese-restaurant-meena-branch?day=today&time=ASAP
Mister Baker ,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/mister-baker-tourist-club?day=today&time=ASAP
Come and Eat,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/come-and-eat?day=today&time=ASAP
Cafeteria Mora,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/cafeteria-mora?day=today&time=ASAP
Curry Palace,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/curry-palace-al-zahiyah?day=today&time=ASAP
La Gustosa,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/la-gustosa-abu-dhabi?day=today&time=ASAP
Prego's Beach Rotana,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/pretos-beach-rotana?day=today&time=ASAP
Magnolia Bakery - Cakes,https://deliveroo.ae/menu/dubai/al-maryah-island/magnolia-bakery-cakes-abu-dhabi?day=today&time=ASAP
Hardee's - Abu Dhabi Mall,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/hardees-abu-dhabi-mall?day=today&time=ASAP
AbhiRuchi,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/abhiruchi-restaurant?day=today&time=ASAP
Tandoor House,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/tandoor-house?day=today&time=ASAP
Atrium Café ,https://deliveroo.ae/menu/abu-dhabi/al-maryah-island/atrium-cafe-cleveland-clinic?day=today&time=ASAP
Falafel Point,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/falafel-point-mina-st?day=today&time=ASAP
Leopold's of London - Corporate Platters ,https://deliveroo.ae/menu/abu-dhabi/al-maryah-island/leopolds-of-london-corporate-platters-galleria-mall?day=today&time=ASAP
The Library,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/the-library-abn?day=today&time=ASAP
Taqado El Jefe - Catering & Platters,https://deliveroo.ae/menu/abu-dhabi/al-maryah-island/taqado-fiesta-catering-and-platters-abu-dhabi?day=today&time=ASAP
Magnolia Bakery,https://deliveroo.ae/menu/dubai/al-maryah-island/magnolia-bakery-the-galleria?day=today&time=ASAP
